北汽产业投资基金,1
国家集成电路产业投资基金,1
皖新传媒,1
用友幸福投资,14
CA创投,26
天风证券,5
罗斯柴尔德家族,1
森马服饰,2
澎湃资本,13
洪门投资,1
ColonyCapital柯罗尼资本,2
华闻传媒,3
国投东兴,1
光大瑞华,1
红石诚金,4
联想创投集团(乐基金),17
宏桥资本,3
银泰资本Ventech,15
冠军VC,1
前程无忧,2
Kleiner,2
中国太平,1
乾彭资本,1
珠海互娱在线资本,2
饿了么,1
锦江国际,1
天润仪器,1
竞佳境体育,1
百圆裤业,1
全经联创新基金,1
凯辉基金,4
传媒梦工场,22
中文在线,4
禾林资本,1
开物投资,6
同心基金,1
盈峰资本,1
中科创,1
尚雅投资,1
中技控股,1
上汽创投,2
千骥资本,5
浙江千合并购基金,1
和瑾资本,1
新开普电子,1
旭万资本,1
B,1
邦易投资,1
Mustang,1
富道投资,2
佛山东方汇银资本,1
伯藜创投,4
108度资本,1
凯泰资本,2
东方富海,41
中骏基金,2
Google,5
本见投资,2
纳兰德投资,1
能图资本,6
CoBuilder,1
中资融投基金,1
学大教育,3
上海丰瑞投资,2
自在互联投资,1
苏州凯风创投,3
有成资本,11
上海鼎锋资产,1
大数金融,1
富海银涛,2
盛山资产,2
NEA恩颐投资,11
医渡云,1
启赋资本,34
中信产业基金,10
今日资本,16
探路者和同体育产业并购基金,1
Artesian,1
万居股份,1
涛石股投,4
泛海控股,2
观唐投资,1
磐石资本,5
成为资本,22
小牛资本,2
宁波君润资本,2
茂硕电源,1
时尚传媒,6
金字火腿,1
中科曙光,1
张江火炬创投,2
国泰睿承德,1
澳银资本,2
洛可可创新设计集团,1
KTB投资集团,2
赛领资本,3
景峰医药(康景资本),1
孝昌水木投资(唐彬森),25
士兰创投(士兰控股),1
民生电商,1
正和磁系资本,7
矽谷雯科创投基金,1
挚盈资本,19
亚商资本,7
高通Qualcomm,11
光谷咖啡创投,1
天星资本,5
上海跨国采购发展(集团)有限公司,1
火线资本,1
深圳红十三投资,3
华住酒店集团,1
中兴合创,8
秉诚资本,1
山行资本,4
沃捷传媒,2
RRE,1
链动投资,1
佳讯飞鸿,1
汇冠股份,1
亚杰天使投资,5
邢帅教育,1
是成资本,2
百度,42
